doy,month,hour,growth_stage,temperature_mean_C,temperature_max_C,temperature_min_C,humidity_pct,wind_speed_2m_ms,rainfall_mm,sunshine_hours,soil_moisture_pct,soil_ph,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,crop_health_score,Ra_MJ_m2_day,Rs_MJ_m2_day,Rn_MJ_m2_day,es_kPa,ea_kPa,VPD_kPa,ETo_mm_day,Kc,ETc_mm_day,Ks_stress_coeff,Pe_eff_rain_day_mm,CWR_mm_per_day,soil_fertility_score,fertility_class,irrigation_needed
261,9,11,4,31.63,34.91,26.91,83.45,2.058,210.31,2.41,51.18,6.7,120.1,27.5,36.7,35.3,35.6741,12.4859,8.8865,4.5714,3.8147,0.7567,3.3567,0.7,2.3497,1.0,4.8677,0.0,65.55,Medium,0
231,8,9,3,26.48,31.68,22.91,87.57,1.18,60.79,9.88,52.16,7.32,180.4,48.8,196.1,57.3,38.0575,24.4877,15.8049,3.7321,3.2682,0.4639,4.9358,1.15,5.6762,1.0,1.4351,4.2383,66.13,Medium,1
41,2,14,3,23.92,29.15,19.08,52.47,1.394,5.26,5.24,53.58,6.02,280.0,29.2,131.6,55.6,30.5447,14.7104,8.132,3.1241,1.6393,1.4848,3.6289,1.15,4.1732,1.0,0.171,4.0164,72.48,Medium,1
28,1,12,2,22.63,27.38,18.62,50.51,2.663,16.38,6.7,33.03,5.54,179.5,21.8,244.5,56.9,28.8941,15.9071,8.1067,2.8955,1.4626,1.4329,4.4406,0.85,3.7745,0.4344,0.5031,1.1097,59.29,Medium,1
135,5,14,1,33.87,38.33,28.67,50.41,1.566,20.77,7.18,30.53,7.19,201.3,34.2,310.9,64.5,39.1037,20.6728,13.0707,5.336,2.6898,2.6462,5.9702,0.4,2.3881,0.3509,0.6233,0.2241,72.39,Medium,0
201,7,15,4,28.26,32.23,23.59,87.01,0.848,197.21,4.25,69.34,6.89,110.7,14.3,213.3,52.0,38.9601,16.1195,11.1094,3.8639,3.3618,0.5021,3.5904,0.7,2.5133,1.0,4.824,0.0228,59.41,Medium,0
328,11,8,2,28.4,32.45,23.73,53.95,4.233,6.4,3.15,47.07,6.8,63.3,41.0,190.2,57.5,27.5194,10.8132,6.394,3.9067,2.1075,1.7992,5.3229,0.85,4.5244,0.9024,0.2069,3.8604,76.87,High,1
268,9,6,2,22.04,27.07,16.99,86.94,2.255,65.63,7.62,54.97,7.42,201.7,55.7,182.7,68.8,34.8811,19.8729,12.163,2.7576,2.3976,0.36,3.5426,0.85,3.0112,1.0,1.4985,1.5294,68.84,Medium,1
33,2,10,2,26.36,29.55,22.36,48.33,3.983,8.7,2.24,48.06,7.58,181.0,34.9,169.1,50.8,29.4986,10.3245,6.2519,3.4187,1.6523,1.7664,5.2801,0.85,4.4881,0.9355,0.2779,3.91,60.29,Medium,1
48,2,8,4,21.32,26.08,17.03,48.79,0.69,19.16,5.25,61.83,6.01,135.3,37.0,182.5,55.0,31.5116,15.109,8.2191,2.6594,1.2976,1.3618,3.0214,0.7,2.115,1.0,0.5799,1.5099,59.94,Medium,1
62,3,11,4,34.03,37.87,29.29,57.49,3.012,13.43,9.43,38.62,6.94,203.2,3.7,155.1,38.7,33.4728,21.8938,13.5162,5.3254,3.0615,2.2639,6.827,0.7,4.7789,0.6206,0.4188,2.5551,63.98,Medium,1
216,8,13,2,28.79,33.19,24.53,73.08,3.908,163.3,8.03,39.99,7.55,32.5,48.9,114.5,43.0,38.6486,21.8045,14.0818,4.0822,2.9834,1.0989,5.6512,0.85,4.8035,0.6662,4.711,0.0,55.8,Medium,0
293,10,16,4,25.15,29.83,20.82,40.71,3.266,13.79,10.06,34.07,7.92,61.1,33.5,276.3,53.1,31.609,21.754,10.6342,3.3311,1.3562,1.9749,6.3026,0.7,4.4118,0.469,0.4292,1.6446,50.47,Medium,1
99,4,18,2,33.6,39.25,29.78,74.73,4.072,0.0,9.44,38.88,6.41,168.2,16.7,153.0,32.9,37.5858,23.7847,16.1397,5.6387,4.2137,1.425,6.7654,0.85,5.7506,0.6294,0.0,3.6187,67.73,Medium,1
172,6,9,3,29.48,34.22,25.62,86.23,1.032,41.18,12.25,43.6,7.45,137.0,23.9,214.3,54.5,39.1884,28.1023,18.7307,4.3358,3.7386,0.5972,6.0428,1.15,6.9493,0.7868,1.1013,4.386,64.08,Medium,1
360,12,10,4,20.44,24.12,15.34,49.54,1.297,7.67,3.05,41.4,7.2,121.1,23.2,84.2,26.1,26.4846,10.3324,5.6428,2.3747,1.1765,1.1982,2.6872,0.7,1.8811,0.7133,0.2464,1.1276,59.19,Medium,1
214,8,10,3,21.58,24.82,18.57,75.05,1.246,81.57,3.39,51.64,5.59,175.9,21.4,224.3,50.2,38.7036,14.7904,9.6229,2.6369,1.9791,0.6578,3.1509,1.15,3.6235,1.0,2.719,0.8894,56.87,Medium,1
35,2,9,1,24.25,29.14,20.97,42.81,3.002,6.47,7.49,41.31,7.46,150.7,40.7,156.3,58.3,29.7522,17.358,8.5666,3.2597,1.3955,1.8642,5.4264,0.4,2.1705,0.7102,0.209,1.2881,56.2,Medium,1
227,8,9,4,24.6,29.24,18.76,81.52,7.277,62.75,2.52,50.43,5.99,68.0,24.8,192.1,48.0,38.2492,13.3872,9.0879,3.1124,2.5372,0.5752,3.6732,0.7,2.5712,1.0,1.4616,1.103,64.48,Medium,1
101,4,9,1,30.71,35.73,27.15,51.05,2.191,10.56,7.4,40.52,7.24,78.3,9.2,230.4,30.8,37.7339,20.723,12.5365,4.7255,2.4122,2.3133,6.1275,0.4,2.451,0.6839,0.3342,1.3611,54.1,Medium,1
131,5,9,2,38.09,42.47,33.84,56.39,4.681,0.0,8.14,56.18,7.44,100.7,6.4,188.3,33.7,39.0363,22.1424,14.9702,6.8369,3.8551,2.9817,9.0141,0.85,7.662,1.0,0.0,7.6223,52.47,Medium,1
257,9,9,4,22.78,28.25,17.23,69.01,4.467,118.15,2.42,51.79,5.7,264.0,6.9,122.6,49.1,36.0902,12.6316,8.2337,2.901,2.0019,0.8991,4.068,0.7,2.8476,1.0,3.9382,0.0218,59.1,Medium,0
5,1,10,4,21.73,27.49,18.73,39.42,3.867,5.52,2.19,53.18,7.15,217.7,30.8,168.2,53.6,26.8694,9.4043,5.2111,2.915,1.149,1.766,5.2278,0.7,3.6595,1.0,0.1792,3.4659,66.9,Medium,1
218,8,7,4,25.45,28.57,19.68,84.6,2.419,159.48,8.8,48.5,7.66,199.4,21.0,177.0,51.7,38.5886,22.9592,14.7662,3.1002,2.6228,0.4774,4.4429,0.7,3.11,0.9501,4.6983,0.0,56.25,Medium,0
255,9,7,1,26.77,32.0,23.61,85.86,1.852,52.78,9.48,48.7,7.06,174.5,12.4,197.2,47.7,36.2874,23.2266,14.8272,3.8356,3.2934,0.5422,4.7341,0.4,1.8936,0.9568,1.3137,0.5007,65.24,Medium,1
359,12,14,1,24.83,27.93,21.31,61.04,0.718,5.87,7.68,31.62,6.68,107.0,39.0,272.2,53.3,26.4647,15.9458,8.2212,3.1502,1.9228,1.2274,2.9969,0.4,1.1987,0.3874,0.1902,0.2783,73.37,Medium,0
283,10,7,2,27.4,31.74,24.31,68.62,2.416,42.32,4.11,62.4,6.09,139.6,33.4,139.9,58.0,32.9673,14.0573,8.8811,3.8622,2.6501,1.2121,4.0257,0.85,3.4218,1.0,1.1241,2.2998,65.38,Medium,1
207,7,11,3,18.49,22.88,13.93,79.31,4.303,121.44,7.99,39.73,6.8,239.2,10.7,180.5,55.1,38.8611,21.7556,13.1455,2.1901,1.7369,0.4532,3.8132,1.15,4.3852,0.6577,4.0479,0.009,72.44,Medium,0
15,1,7,3,21.03,26.12,15.2,58.71,2.423,10.3,10.46,47.28,7.44,145.9,3.6,150.5,46.0,27.5735,19.9947,9.5462,2.5568,1.5011,1.0557,4.0633,1.15,4.6728,0.9093,0.3262,3.9669,55.18,Medium,1
346,12,10,1,23.81,27.87,18.3,41.59,0.374,6.43,6.28,48.86,6.82,155.4,34.0,271.6,55.1,26.5202,14.2639,6.7601,2.9273,1.2176,1.7097,2.4594,0.4,0.9837,0.9621,0.2078,0.7126,75.64,High,1
42,2,9,4,23.64,29.1,18.72,26.14,3.769,0.0,3.44,25.16,5.75,129.6,20.3,278.4,52.7,30.6807,12.328,6.4728,3.0944,0.809,2.2854,6.4825,0.7,4.5377,0.1721,0.0,0.7678,51.48,Medium,1
179,6,17,3,26.66,30.69,23.1,72.21,1.112,59.75,8.57,48.86,6.99,154.7,46.0,39.5,51.1,39.1552,22.5972,14.2485,3.6199,2.6139,1.0061,4.8349,1.15,5.5601,0.9621,1.4205,3.9486,69.08,Medium,1
63,3,12,3,29.32,33.34,23.71,47.21,1.269,11.41,2.34,49.6,6.02,135.5,48.0,248.9,65.5,33.6099,11.7635,7.4532,4.0298,1.9024,2.1274,3.7607,1.15,4.3248,0.9866,0.3596,3.924,78.97,High,1
352,12,12,1,23.65,27.31,18.38,73.51,1.544,0.0,7.84,54.84,7.24,141.4,25.1,192.3,67.2,26.4221,16.1172,8.6902,2.8727,2.1116,0.7611,3.1138,0.4,1.2455,1.0,0.0,1.2579,62.9,Medium,1
231,8,18,2,20.53,25.59,16.73,65.37,1.391,21.87,8.85,58.06,6.78,120.0,38.4,190.5,54.6,38.0575,22.919,13.3084,2.5926,1.6948,0.8978,4.3893,0.85,3.7309,1.0,0.6525,3.0503,71.19,Medium,1
241,9,11,1,25.95,29.18,20.54,89.41,3.36,35.28,10.75,50.0,7.06,145.7,56.0,199.6,57.4,37.4537,25.6081,16.4571,3.2328,2.8904,0.3423,4.6031,0.4,1.8412,0.9999,0.9768,0.8234,71.18,Medium,1
52,2,15,1,23.51,27.6,17.88,46.08,5.028,14.48,4.4,42.39,7.39,66.5,6.0,141.6,48.7,32.0742,14.1516,7.9948,2.8708,1.323,1.5478,5.9739,0.4,2.3896,0.7465,0.449,1.3292,51.6,Medium,1
96,4,10,4,33.19,36.99,28.09,56.98,1.056,0.0,6.45,62.13,6.41,211.7,15.9,189.5,47.6,37.3477,19.1461,12.3033,5.0357,2.8692,2.1665,5.0029,0.7,3.502,1.0,0.0,3.5244,64.8,Medium,1
222,8,6,1,20.08,23.76,16.77,82.42,2.103,91.29,10.71,50.86,6.35,234.4,44.3,190.0,73.4,38.4525,25.8242,15.4424,2.426,1.9996,0.4264,4.334,0.4,1.7336,1.0,3.043,0.0,85.49,High,0
231,8,17,4,28.31,31.49,22.35,72.85,2.869,24.3,12.08,59.62,7.23,154.4,35.5,95.4,53.4,38.0575,27.8204,17.4429,3.6607,2.6669,0.9938,6.0801,0.7,4.2561,1.0,0.7154,3.5575,56.99,Medium,1
237,8,8,2,25.02,28.59,21.79,92.24,2.393,179.37,2.49,58.05,7.85,147.7,45.1,113.1,52.2,37.7174,13.2011,9.1064,3.2607,3.0078,0.2529,2.7116,0.85,2.3049,1.0,4.7646,0.0109,47.39,Low,0
143,5,14,4,36.06,40.4,31.1,56.49,1.961,36.12,11.64,44.46,5.69,116.5,17.6,79.1,35.4,39.1887,27.3955,17.7891,6.0264,3.4042,2.6222,7.6742,0.7,5.372,0.8152,0.9952,3.3756,56.21,Medium,1
171,6,6,2,31.41,35.93,28.08,81.85,1.505,395.37,7.37,71.99,6.43,128.6,11.3,78.5,54.7,39.1925,20.8075,14.301,4.8577,3.9762,0.8815,5.0021,0.85,4.2518,1.0,5.4846,0.0,52.42,Medium,0
29,1,10,2,23.09,26.9,17.37,54.94,2.684,27.49,9.8,53.76,7.09,181.5,21.9,123.7,49.3,29.0114,19.9911,10.0004,2.7636,1.5182,1.2453,4.5969,0.85,3.9074,1.0,0.7953,3.1272,60.56,Medium,1
36,2,7,2,20.15,25.1,16.1,47.75,2.521,0.0,4.06,46.92,7.12,150.9,17.8,175.1,29.5,29.8811,12.8637,7.0118,2.5084,1.1979,1.3105,3.9798,0.85,3.3828,0.8972,0.0,3.0616,63.21,Medium,1
13,1,9,1,21.78,25.79,17.25,32.67,6.527,35.64,4.43,36.02,6.97,149.9,35.6,20.0,42.8,27.4089,12.3765,6.0129,2.6444,0.864,1.7804,7.2261,0.4,2.8905,0.5339,0.9847,0.5791,64.39,Medium,1
160,6,16,4,28.69,32.79,25.15,83.12,2.362,25.64,4.05,56.54,7.01,150.0,36.9,258.5,59.9,39.2241,15.8685,10.9137,4.0836,3.3944,0.6893,3.8816,0.7,2.7171,1.0,0.7496,1.9866,75.82,High,1
327,11,6,3,25.14,30.49,20.5,74.27,4.396,0.0,5.51,43.01,5.61,157.3,38.4,183.8,49.3,27.6032,13.8055,8.0209,3.3878,2.516,0.8718,3.8709,1.15,4.4515,0.7671,0.0,3.4036,62.36,Medium,1
187,7,8,1,29.27,33.92,23.45,90.45,5.084,93.63,8.45,48.66,6.89,193.8,16.8,93.1,41.9,39.1048,22.4208,15.3213,4.0917,3.7011,0.3906,4.5287,0.4,1.8115,0.9554,3.121,0.0,69.18,Medium,0
243,9,15,2,23.86,29.72,18.16,84.93,1.887,135.97,8.34,48.01,7.23,171.3,34.9,70.1,48.2,37.3103,21.9112,13.7458,3.1298,2.6582,0.4716,4.2004,0.85,3.5703,0.9338,4.5324,0.0,62.17,Medium,0
86,3,12,3,31.11,35.19,27.92,55.85,1.783,2.25,3.41,33.69,6.69,149.1,25.8,247.3,54.2,36.4186,14.2411,9.2578,4.7224,2.6377,2.0847,4.6186,1.15,5.3114,0.4563,0.0741,2.36,73.97,Medium,1
284,10,15,1,30.1,35.58,25.96,51.99,5.05,4.22,5.09,43.86,5.85,201.6,29.0,129.9,51.3,32.8328,15.3907,9.1989,4.58,2.381,2.1989,7.0644,0.4,2.8258,0.7954,0.1377,2.1162,68.41,Medium,1
66,3,8,3,28.22,33.44,24.42,29.6,2.778,57.0,7.0,42.31,6.61,71.4,40.5,176.0,42.6,34.0162,18.6425,9.4984,4.1073,1.2156,2.8917,6.7496,1.15,7.762,0.7436,1.3801,4.3743,69.43,Medium,1
170,6,9,2,27.83,33.5,23.38,71.48,1.381,39.96,11.82,52.28,5.75,188.4,17.6,285.8,61.0,39.1964,27.4697,17.1233,4.024,2.8765,1.1475,5.9214,0.85,5.0332,1.0,1.0765,3.9422,66.72,Medium,1
45,2,7,3,21.56,27.43,16.05,51.36,1.626,0.0,5.22,48.19,7.28,108.5,31.2,177.5,54.8,31.0933,14.9018,8.1474,2.74,1.4074,1.3326,3.6704,1.15,4.221,0.9396,0.0,4.0043,63.23,Medium,1
62,3,8,3,27.23,30.25,22.02,61.23,0.429,22.45,4.42,64.3,5.41,83.6,38.0,289.1,34.2,33.4728,14.7108,9.0992,3.4759,2.1284,1.3475,3.1359,1.15,3.6062,1.0,0.6677,2.9664,48.9,Low,1
134,5,14,2,36.44,39.71,32.41,70.31,1.865,14.01,4.63,39.69,6.62,131.8,33.8,121.9,42.3,39.0886,16.8059,12.0081,6.0639,4.2634,1.8005,5.1549,0.85,4.3817,0.6563,0.4356,2.4568,74.21,Medium,1
284,10,8,3,27.63,32.65,23.48,41.24,2.947,16.23,8.63,50.28,7.35,140.2,25.3,169.3,54.9,32.8328,20.3897,10.6248,3.9121,1.6133,2.2988,6.3984,1.15,7.3581,1.0,0.4989,6.8628,60.06,Medium,1
28,1,16,1,22.15,26.32,17.19,58.56,1.829,16.08,4.91,68.54,7.1,221.6,21.5,93.7,55.9,28.8941,13.5957,7.4996,2.6934,1.5774,1.116,3.3585,0.4,1.3434,1.0,0.4947,0.8454,58.38,Medium,1
108,4,10,3,35.48,40.94,31.9,29.7,1.524,0.71,8.37,38.19,6.42,180.0,42.7,128.4,50.4,38.187,22.3524,12.3501,6.2401,1.8532,4.3869,6.7405,1.15,7.7515,0.6062,0.0237,4.6786,74.92,Medium,1
44,2,7,4,19.23,22.27,15.92,48.69,0.736,9.57,6.12,35.47,7.26,190.5,11.0,205.4,47.3,30.955,16.071,8.4082,2.2484,1.0947,1.1538,2.9482,0.7,2.0637,0.5157,0.3042,0.793,60.32,Medium,1
340,12,9,1,22.92,28.34,19.2,51.72,4.097,34.91,4.12,48.47,7.07,55.4,13.5,124.8,40.7,26.7397,11.7229,6.226,3.0404,1.5725,1.4679,4.8399,0.4,1.9359,0.949,0.9687,0.8643,58.4,Medium,1
286,10,17,3,32.44,35.85,29.07,68.85,3.054,2.44,5.82,43.42,7.06,108.7,26.4,95.3,51.3,32.5624,16.3172,10.6383,4.9565,3.4127,1.5438,5.121,1.15,5.8892,0.7808,0.0805,4.5125,63.73,Medium,1
331,12,18,4,21.06,24.93,17.0,43.84,4.628,8.83,9.82,55.21,5.59,197.7,22.7,42.0,41.7,27.2844,19.0135,8.3416,2.5461,1.1162,1.43,5.6789,0.7,3.9752,1.0,0.2819,3.7282,49.83,Low,1
128,5,12,4,31.89,37.8,26.08,48.52,0.445,25.42,7.05,58.24,6.98,220.0,3.6,162.8,49.8,38.9728,20.4895,12.6023,4.9645,2.4087,2.5557,4.6848,0.7,3.2794,1.0,0.7439,2.5553,59.75,Medium,1
348,12,12,4,21.03,24.18,17.67,61.92,4.778,20.05,6.76,48.69,6.73,181.7,32.2,120.0,39.7,26.4738,14.827,7.495,2.5189,1.5598,0.9591,4.24,0.7,2.968,0.9564,0.604,2.2483,76.48,High,1
231,8,17,3,21.21,25.25,15.75,74.67,2.575,80.67,9.93,55.35,7.0,154.9,10.3,200.5,43.8,38.0575,24.5575,14.6153,2.5029,1.8688,0.6341,4.5268,1.15,5.2058,1.0,2.6889,2.5099,61.4,Medium,1
190,7,8,2,25.56,28.82,20.96,76.71,1.141,64.86,2.97,33.01,7.03,156.9,16.0,242.7,51.3,39.0812,14.2107,9.5937,3.2223,2.4718,0.7505,3.2687,0.85,2.7784,0.4336,1.489,0.0079,63.45,Medium,0
225,8,10,4,24.82,30.38,19.92,67.59,1.612,47.93,8.72,54.91,6.45,167.5,24.8,207.9,67.3,38.3351,22.79,13.8148,3.3309,2.2512,1.0797,4.8986,0.7,3.429,1.0,1.2301,2.1856,77.19,High,1
283,10,6,2,28.8,33.91,25.29,58.23,1.184,35.09,10.87,49.53,7.47,113.1,21.5,72.6,44.3,32.9673,23.6183,13.3477,4.2569,2.4789,1.778,5.1896,0.85,4.4112,0.9844,0.9727,3.3655,47.75,Low,1
121,5,15,1,34.67,40.07,31.22,37.67,1.516,1.16,2.72,33.31,5.21,133.3,30.6,158.9,37.3,38.7749,13.8565,8.9201,5.9765,2.2513,3.7251,5.2657,0.4,2.1063,0.4436,0.0385,0.9282,44.96,Low,1
116,4,15,2,33.49,38.07,30.0,62.52,1.652,37.0,3.69,70.9,6.76,135.5,27.8,195.9,58.0,38.5854,15.2864,10.4097,5.4469,3.4056,2.0413,4.7587,0.85,4.0449,1.0,1.0143,3.0509,60.99,Medium,1
233,8,15,2,26.13,30.2,21.13,69.52,2.799,77.35,2.51,53.0,6.7,223.0,29.8,239.9,68.6,37.9513,13.283,8.9011,3.399,2.3629,1.0361,3.9506,0.85,3.358,1.0,2.5782,0.7826,78.39,High,1
259,9,16,2,23.01,26.01,17.76,74.43,1.647,28.33,7.16,48.49,6.54,92.8,17.6,305.3,49.5,35.8857,19.6123,11.9335,2.6987,2.0085,0.6901,3.8708,0.85,3.2901,0.9498,0.8159,2.3337,76.16,High,1
359,12,6,2,22.87,26.7,17.1,40.28,2.46,47.11,8.94,45.74,5.96,210.7,21.7,148.9,55.4,26.4647,17.4756,7.5976,2.7267,1.0982,1.6285,4.558,0.85,3.8743,0.8581,1.2152,2.0998,69.71,Medium,1
198,7,10,2,28.62,33.16,24.43,79.17,3.033,11.81,6.49,56.1,6.75,136.6,35.8,172.3,51.1,38.9998,19.49,12.9629,4.0689,3.2213,0.8475,4.7562,0.85,4.0428,1.0,0.3714,3.7017,68.03,Medium,1
137,5,18,1,32.6,37.59,28.21,62.77,3.673,23.79,8.19,43.55,6.72,123.6,2.0,287.1,45.1,39.1307,22.2062,14.439,5.1526,3.2341,1.9185,6.9877,0.4,2.7951,0.7851,0.7026,1.502,75.09,High,1
318,11,15,1,25.77,29.46,21.36,45.01,4.382,0.0,2.22,50.71,6.47,156.5,34.7,81.6,49.1,28.4708,9.9648,5.8888,3.3278,1.498,1.8298,5.6394,0.4,2.2557,1.0,0.0,2.267,71.52,Medium,1
165,6,14,2,30.24,33.65,26.43,72.19,1.244,87.86,9.44,46.49,6.28,107.5,16.1,84.3,39.2,39.213,23.9313,15.5933,4.3324,3.1277,1.2046,5.5023,0.85,4.6769,0.883,2.9287,1.1838,65.41,Medium,1
225,8,6,2,22.11,25.72,18.13,81.82,3.041,202.07,8.81,58.75,7.15,231.4,28.2,211.3,66.7,38.3351,22.9228,14.1244,2.6931,2.2036,0.4895,4.2131,0.85,3.5811,1.0,4.8402,0.0,71.93,Medium,0
307,11,6,4,26.99,31.06,21.45,51.34,1.036,26.03,4.99,47.5,6.79,129.1,45.1,153.2,45.2,29.7576,14.028,7.9122,3.5322,1.8133,1.7189,3.439,0.7,2.4073,0.9165,0.7592,1.4198,78.19,High,1
234,8,9,1,24.44,27.89,20.41,88.78,1.547,400.0,2.5,66.98,7.18,220.3,21.8,118.0,60.6,37.8956,13.2635,9.0805,3.0773,2.7322,0.3452,2.7963,0.4,1.1185,1.0,5.5,0.0,52.64,Medium,0
172,6,9,3,29.53,33.0,23.92,68.85,2.749,48.12,5.47,49.46,6.79,100.9,40.3,160.2,57.7,39.1884,17.9781,11.8851,3.9998,2.7538,1.246,4.9938,1.15,5.7428,0.9821,1.2336,4.3433,75.9,High,1
152,6,7,1,24.94,28.07,21.02,84.38,5.133,69.89,10.51,44.86,6.39,97.6,56.0,211.6,65.1,39.2254,25.6161,16.25,3.143,2.652,0.4909,4.777,0.4,1.9108,0.8286,1.5482,0.013,83.9,High,0
315,11,14,3,24.98,30.55,20.96,64.4,2.898,0.0,2.23,58.96,6.72,55.9,38.8,336.0,61.9,28.8003,10.0801,6.274,3.4294,2.2085,1.2209,3.6325,1.15,4.1774,1.0,0.0,4.1796,71.39,Medium,1
160,6,14,4,23.2,26.86,18.52,71.85,4.322,44.81,5.46,51.8,6.5,88.7,21.3,201.3,46.0,39.2241,17.9906,11.415,2.8348,2.0368,0.798,4.4601,0.7,3.1221,1.0,1.1724,1.9862,69.44,Medium,1
96,4,18,2,34.09,39.56,30.78,53.91,3.158,14.77,7.02,52.04,6.03,120.1,23.6,193.7,44.5,37.3477,20.0137,12.6851,5.8208,3.1377,2.6831,7.1314,0.85,6.0617,1.0,0.4576,5.6132,71.31,Medium,1
233,8,18,4,26.12,30.44,20.36,71.83,3.519,27.56,11.05,52.72,7.09,193.2,20.3,203.1,48.8,37.9513,26.2175,16.0321,3.3704,2.4209,0.9495,5.735,0.7,4.0145,1.0,0.7972,3.2404,72.67,Medium,1
180,6,7,2,28.35,33.25,22.89,92.95,1.497,56.41,9.35,37.6,6.85,33.8,3.5,242.4,29.1,39.1497,23.7559,16.0931,3.9459,3.6678,0.2781,4.8808,0.85,4.1487,0.5866,1.3713,1.0706,60.97,Medium,1
113,4,14,1,34.23,37.46,29.22,68.92,2.441,2.45,2.51,58.35,7.51,179.4,2.0,145.2,51.4,38.4503,13.4576,9.5388,5.2443,3.6145,1.6298,4.5946,0.4,1.8379,1.0,0.0806,1.7584,47.73,Low,1
318,11,11,2,24.77,29.52,18.81,40.09,3.822,8.31,2.73,50.48,6.61,83.2,16.1,196.2,45.6,28.4708,10.6151,5.9835,3.1498,1.2628,1.8869,5.5068,0.85,4.6808,1.0,0.2659,4.4099,71.48,Medium,1
52,2,13,3,20.31,24.18,17.26,54.92,3.11,30.65,7.44,42.92,6.18,136.3,45.2,301.6,59.3,32.0742,18.4001,9.7748,2.4926,1.3688,1.1238,4.548,1.15,5.2302,0.7641,0.8713,3.1492,81.45,High,1
268,9,15,3,28.48,31.77,24.25,85.57,0.532,75.14,8.1,62.07,6.45,88.2,2.0,230.1,50.3,34.8811,20.5712,13.4607,3.8603,3.3033,0.557,4.3082,1.15,4.9544,1.0,2.5047,2.4641,60.24,Medium,1
295,10,18,4,27.9,33.63,22.33,53.34,3.142,0.0,10.6,32.65,7.41,160.3,30.6,151.8,45.6,31.3371,22.3493,11.9682,3.9538,2.1088,1.845,6.1486,0.7,4.304,0.4217,0.0,1.8089,54.51,Medium,1
113,4,18,1,33.98,38.79,29.68,49.74,1.382,42.56,9.86,58.12,5.89,94.2,43.7,242.4,51.5,38.4503,24.6968,15.1286,5.5408,2.7558,2.785,6.5198,0.4,2.6079,1.0,1.1288,1.4998,66.23,Medium,1
101,4,9,3,32.54,36.26,29.52,46.29,4.891,19.34,3.81,43.5,6.05,219.1,41.2,189.1,61.8,37.7339,15.2431,9.7001,5.0774,2.3502,2.7272,7.9551,1.15,9.1484,0.7834,0.5847,6.574,77.42,High,1
113,4,7,4,37.9,42.16,34.42,36.34,4.867,6.69,10.96,48.19,8.09,139.4,9.8,128.4,47.9,38.4503,26.3945,15.3822,6.8562,2.4918,4.3644,11.528,0.7,8.0696,0.9396,0.2157,7.3665,42.11,Low,1
81,3,7,1,26.58,30.65,22.28,50.38,4.084,8.15,10.69,51.11,6.16,204.3,29.8,150.5,63.3,35.8795,24.9389,13.8015,3.5467,1.7867,1.76,7.0602,0.4,2.8241,1.0,0.261,2.5578,72.16,Medium,1
187,7,14,1,23.48,28.59,18.48,90.64,1.395,156.93,6.13,45.45,7.26,13.7,3.3,200.9,39.9,39.1048,18.948,12.3937,3.0191,2.7365,0.2825,3.6207,0.4,1.4483,0.8484,4.6898,0.0,55.97,Medium,0
113,4,6,4,29.1,33.92,25.61,63.04,1.042,13.03,11.26,40.46,6.92,149.2,23.0,101.1,42.3,38.4503,26.8487,16.3804,4.2897,2.7041,1.5856,5.9012,0.7,4.1309,0.6822,0.4071,2.4062,71.16,Medium,1
2,1,17,3,22.28,25.34,17.94,53.8,4.452,29.63,8.65,51.15,6.37,188.1,18.0,336.0,65.4,26.7191,17.2609,8.2299,2.6444,1.4226,1.2218,4.9654,1.15,5.7102,1.0,0.8473,4.8802,79.13,High,1
130,5,12,3,39.65,43.24,36.61,42.11,2.429,34.93,10.5,43.03,6.82,100.6,14.9,102.6,36.8,39.0164,25.7415,16.126,7.445,3.1355,4.3096,8.8073,1.15,10.1284,0.7677,0.969,6.8018,62.61,Medium,1
220,8,16,4,25.31,29.75,20.88,69.19,4.333,59.96,3.4,52.82,6.11,128.7,8.5,263.0,42.4,38.5233,14.7729,9.6929,3.3253,2.3009,1.0244,4.5987,0.7,3.2191,1.0,1.4235,1.8247,68.0,Medium,1
54,2,8,3,24.57,28.9,18.88,45.82,4.163,32.04,2.91,57.55,6.68,102.8,17.7,172.7,53.0,32.3561,12.175,7.2693,3.0823,1.4122,1.67,5.5641,1.15,6.3987,1.0,0.9037,5.4731,66.82,Medium,1
343,12,8,4,24.43,28.98,19.64,32.9,4.191,0.0,6.88,35.31,6.76,133.2,28.1,123.0,35.9,26.615,15.0434,6.5794,3.1444,1.0345,2.1099,6.4288,0.7,4.5002,0.5104,0.0,2.3234,68.21,Medium,1
224,8,7,3,25.41,30.55,21.08,56.77,1.535,78.65,12.45,60.82,7.43,242.9,44.1,204.5,63.7,38.3758,28.449,16.2288,3.4392,1.9525,1.4868,5.9501,1.15,6.8426,1.0,2.6216,4.2398,61.87,Medium,1
225,8,15,3,28.0,33.04,24.51,68.55,3.103,128.61,6.31,47.72,6.74,231.2,23.8,91.6,53.0,38.3351,19.1361,12.2308,4.0597,2.7829,1.2768,5.2643,1.15,6.054,0.9241,4.2871,1.3059,72.97,Medium,1
126,5,11,4,38.37,42.49,34.76,55.12,5.001,11.41,3.9,40.85,7.01,198.5,41.1,242.4,73.5,38.9237,15.6734,10.8899,6.9803,3.8475,3.1328,8.2838,0.7,5.7986,0.6949,0.3596,3.6922,80.31,High,1
